year,state,cause name,death
2009,Nebraska,Suicide,170
2008,Nebraska,Suicide,191
2007,Nebraska,Suicide,181
2006,Nebraska,Suicide,202
2005,Nebraska,Suicide,187
2004,Nebraska,Suicide,166
2003,Nebraska,Suicide,176
2002,Nebraska,Suicide,201
2001,Nebraska,Suicide,187
2000,Nebraska,Suicide,193
1999,Nebraska,Suicide,177
2016,Nevada,Suicide,650
2015,Nevada,Suicide,558
2014,Nevada,Suicide,573
2013,Nevada,Suicide,541
2012,Nevada,Suicide,524
2011,Nevada,Suicide,516
2010,Nevada,Suicide,547
2009,Nevada,Suicide,505
2008,Nevada,Suicide,528
2007,Nevada,Suicide,471
2006,Nevada,Suicide,486
2005,Nevada,Suicide,480
2004,Nevada,Suicide,440
2003,Nevada,Suicide,434
2002,Nevada,Suicide,423
2001,Nevada,Suicide,387
2000,Nevada,Suicide,400
1999,Nevada,Suicide,404
2016,New Hampshire,Suicide,244
2015,New Hampshire,Suicide,228
2014,New Hampshire,Suicide,247
2013,New Hampshire,Suicide,185
2012,New Hampshire,Suicide,202
2011,New Hampshire,Suicide,198
2010,New Hampshire,Suicide,196
2009,New Hampshire,Suicide,166
2008,New Hampshire,Suicide,179
2007,New Hampshire,Suicide,158
2006,New Hampshire,Suicide,151
2005,New Hampshire,Suicide,162
2004,New Hampshire,Suicide,133
2003,New Hampshire,Suicide,158
2002,New Hampshire,Suicide,132
2001,New Hampshire,Suicide,167
2000,New Hampshire,Suicide,131
1999,New Hampshire,Suicide,137
2016,New Jersey,Suicide,687
2015,New Jersey,Suicide,789
2014,New Jersey,Suicide,786
2013,New Jersey,Suicide,757
2012,New Jersey,Suicide,683
2011,New Jersey,Suicide,689
2010,New Jersey,Suicide,719
2009,New Jersey,Suicide,557
2008,New Jersey,Suicide,615
2007,New Jersey,Suicide,596
2006,New Jersey,Suicide,585
2005,New Jersey,Suicide,536
2004,New Jersey,Suicide,597
2003,New Jersey,Suicide,588
2002,New Jersey,Suicide,553
2001,New Jersey,Suicide,588
2000,New Jersey,Suicide,560
1999,New Jersey,Suicide,563
2016,New Mexico,Suicide,471
2015,New Mexico,Suicide,500
2014,New Mexico,Suicide,449
2013,New Mexico,Suicide,431
2012,New Mexico,Suicide,442
2011,New Mexico,Suicide,420
2010,New Mexico,Suicide,413
2009,New Mexico,Suicide,376
2008,New Mexico,Suicide,419
2007,New Mexico,Suicide,401
2006,New Mexico,Suicide,352
2005,New Mexico,Suicide,342
2004,New Mexico,Suicide,356
2003,New Mexico,Suicide,343
2002,New Mexico,Suicide,349
2001,New Mexico,Suicide,362
2000,New Mexico,Suicide,327
1999,New Mexico,Suicide,318
2016,New York,Suicide,1679
2015,New York,Suicide,1652
2014,New York,Suicide,1700
2013,New York,Suicide,1687
2012,New York,Suicide,1708
2011,New York,Suicide,1658
2010,New York,Suicide,1547
2009,New York,Suicide,1417
2008,New York,Suicide,1409
2007,New York,Suicide,1396
2006,New York,Suicide,1326
2005,New York,Suicide,1189
2004,New York,Suicide,1187
2003,New York,Suicide,1169
2002,New York,Suicide,1228
2001,New York,Suicide,1253
2000,New York,Suicide,1132
1999,New York,Suicide,1196
2016,North Carolina,Suicide,1373
2015,North Carolina,Suicide,1406
2014,North Carolina,Suicide,1352
2013,North Carolina,Suicide,1284
2012,North Carolina,Suicide,1286
2011,North Carolina,Suicide,1213
2010,North Carolina,Suicide,1174
2009,North Carolina,Suicide,1174
2008,North Carolina,Suicide,1162
2007,North Carolina,Suicide,1077
2006,North Carolina,Suicide,1106
2005,North Carolina,Suicide,1009
2004,North Carolina,Suicide,1027
2003,North Carolina,Suicide,955
2002,North Carolina,Suicide,986
2001,North Carolina,Suicide,997
2000,North Carolina,Suicide,971
1999,North Carolina,Suicide,884
2016,North Dakota,Suicide,140
2015,North Dakota,Suicide,124
2014,North Dakota,Suicide,137
2013,North Dakota,Suicide,128
2012,North Dakota,Suicide,105
2011,North Dakota,Suicide,106
2010,North Dakota,Suicide,106
2009,North Dakota,Suicide,90
2008,North Dakota,Suicide,86
2007,North Dakota,Suicide,95
2006,North Dakota,Suicide,90
2005,North Dakota,Suicide,92
2004,North Dakota,Suicide,73
2003,North Dakota,Suicide,81
2002,North Dakota,Suicide,91
2001,North Dakota,Suicide,79
2000,North Dakota,Suicide,68
1999,North Dakota,Suicide,73
2016,Ohio,Suicide,1707
2015,Ohio,Suicide,1650
2014,Ohio,Suicide,1491
2013,Ohio,Suicide,1526
2012,Ohio,Suicide,1542
2011,Ohio,Suicide,1465
2010,Ohio,Suicide,1439
2009,Ohio,Suicide,1176
2008,Ohio,Suicide,1412
2007,Ohio,Suicide,1295
2006,Ohio,Suicide,1325
2005,Ohio,Suicide,1341
2004,Ohio,Suicide,1319
2003,Ohio,Suicide,1074
2002,Ohio,Suicide,1287
2001,Ohio,Suicide,1219
2000,Ohio,Suicide,1088
1999,Ohio,Suicide,1102
2016,Oklahoma,Suicide,822
2015,Oklahoma,Suicide,790
2014,Oklahoma,Suicide,736
2013,Oklahoma,Suicide,665
2012,Oklahoma,Suicide,670
2011,Oklahoma,Suicide,693
2010,Oklahoma,Suicide,618
2009,Oklahoma,Suicide,567
2008,Oklahoma,Suicide,575
2007,Oklahoma,Suicide,531
2006,Oklahoma,Suicide,537
2005,Oklahoma,Suicide,522
2004,Oklahoma,Suicide,506
2003,Oklahoma,Suicide,476
2002,Oklahoma,Suicide,501
2001,Oklahoma,Suicide,515
2000,Oklahoma,Suicide,497
1999,Oklahoma,Suicide,492
2016,Oregon,Suicide,772
2015,Oregon,Suicide,762
2014,Oregon,Suicide,782
2013,Oregon,Suicide,698
2012,Oregon,Suicide,724
2011,Oregon,Suicide,656
2010,Oregon,Suicide,685
2009,Oregon,Suicide,644
2008,Oregon,Suicide,572
2007,Oregon,Suicide,594
2006,Oregon,Suicide,579
2005,Oregon,Suicide,560
2004,Oregon,Suicide,555
2003,Oregon,Suicide,592
2002,Oregon,Suicide,518
2001,Oregon,Suicide,505
2000,Oregon,Suicide,493
1999,Oregon,Suicide,478
2016,Pennsylvania,Suicide,1970
2015,Pennsylvania,Suicide,1894
2014,Pennsylvania,Suicide,1817
2013,Pennsylvania,Suicide,1788
2012,Pennsylvania,Suicide,1647
2011,Pennsylvania,Suicide,1747
2010,Pennsylvania,Suicide,1576
2009,Pennsylvania,Suicide,1631
2008,Pennsylvania,Suicide,1539
2007,Pennsylvania,Suicide,1441
2006,Pennsylvania,Suicide,1396
2005,Pennsylvania,Suicide,1430
2004,Pennsylvania,Suicide,1410
2003,Pennsylvania,Suicide,1340
2002,Pennsylvania,Suicide,1341
2001,Pennsylvania,Suicide,1276
2000,Pennsylvania,Suicide,1356
1999,Pennsylvania,Suicide,1284
2016,Rhode Island,Suicide,126
2015,Rhode Island,Suicide,127
2014,Rhode Island,Suicide,113
2013,Rhode Island,Suicide,132
2012,Rhode Island,Suicide,105
2011,Rhode Island,Suicide,101
2010,Rhode Island,Suicide,129
2009,Rhode Island,Suicide,118
2008,Rhode Island,Suicide,110
2007,Rhode Island,Suicide,96
2006,Rhode Island,Suicide,90
2005,Rhode Island,Suicide,71
2004,Rhode Island,Suicide,85
2003,Rhode Island,Suicide,84
2002,Rhode Island,Suicide,86
2001,Rhode Island,Suicide,88
2000,Rhode Island,Suicide,75
1999,Rhode Island,Suicide,96
2016,South Carolina,Suicide,815
2015,South Carolina,Suicide,742
2014,South Carolina,Suicide,753
2013,South Carolina,Suicide,696
2012,South Carolina,Suicide,673
2011,South Carolina,Suicide,658
2010,South Carolina,Suicide,637
2009,South Carolina,Suicide,619
2008,South Carolina,Suicide,565
2007,South Carolina,Suicide,530
2006,South Carolina,Suicide,524
2005,South Carolina,Suicide,510
2004,South Carolina,Suicide,482
2003,South Carolina,Suicide,476
2002,South Carolina,Suicide,440
2001,South Carolina,Suicide,467
2000,South Carolina,Suicide,443
1999,South Carolina,Suicide,418
2016,South Dakota,Suicide,163
2015,South Dakota,Suicide,173
2014,South Dakota,Suicide,141
2013,South Dakota,Suicide,147
2012,South Dakota,Suicide,141
2011,South Dakota,Suicide,128
2010,South Dakota,Suicide,140
2009,South Dakota,Suicide,129
2008,South Dakota,Suicide,124
2007,South Dakota,Suicide,102
2006,South Dakota,Suicide,125
2005,South Dakota,Suicide,121
2004,South Dakota,Suicide,112
2003,South Dakota,Suicide,102
2002,South Dakota,Suicide,94
2001,South Dakota,Suicide,105
2000,South Dakota,Suicide,95
1999,South Dakota,Suicide,103
2016,Tennessee,Suicide,1111
2015,Tennessee,Suicide,1068
2014,Tennessee,Suicide,997
2013,Tennessee,Suicide,1030
2012,Tennessee,Suicide,978
2011,Tennessee,Suicide,955
2010,Tennessee,Suicide,943
2009,Tennessee,Suicide,947
2008,Tennessee,Suicide,973
2007,Tennessee,Suicide,844
2006,Tennessee,Suicide,874
2005,Tennessee,Suicide,856
2004,Tennessee,Suicide,792
2003,Tennessee,Suicide,762
2002,Tennessee,Suicide,778
2001,Tennessee,Suicide,711
2000,Tennessee,Suicide,730
1999,Tennessee,Suicide,726
2016,Texas,Suicide,3488
2015,Texas,Suicide,3403
2014,Texas,Suicide,3254
2013,Texas,Suicide,3059
2012,Texas,Suicide,3037
2011,Texas,Suicide,2896
2010,Texas,Suicide,2891
2009,Texas,Suicide,2809
2008,Texas,Suicide,2552
2007,Texas,Suicide,2433
2006,Texas,Suicide,2347
2005,Texas,Suicide,2418
2004,Texas,Suicide,2300
2003,Texas,Suicide,2363
2002,Texas,Suicide,2311
2001,Texas,Suicide,2225
2000,Texas,Suicide,2053
1999,Texas,Suicide,2005
2016,United States,Suicide,44965
2015,United States,Suicide,44193
2014,United States,Suicide,42826
2013,United States,Suicide,41149
2012,United States,Suicide,40600
2011,United States,Suicide,39518
2010,United States,Suicide,38364
2009,United States,Suicide,36909
2008,United States,Suicide,36035
2007,United States,Suicide,34598
2006,United States,Suicide,33300
2005,United States,Suicide,32637
2004,United States,Suicide,32439
2003,United States,Suicide,31484
2002,United States,Suicide,31655
2001,United States,Suicide,30622
2000,United States,Suicide,29350
1999,United States,Suicide,29199
2016,Utah,Suicide,620
2015,Utah,Suicide,630
2014,Utah,Suicide,559
2013,Utah,Suicide,579
2012,Utah,Suicide,550
2011,Utah,Suicide,502
2010,Utah,Suicide,473
2009,Utah,Suicide,449
2008,Utah,Suicide,390
2007,Utah,Suicide,378
2006,Utah,Suicide,362
2005,Utah,Suicide,348
2004,Utah,Suicide,377
2003,Utah,Suicide,336
2002,Utah,Suicide,340
2001,Utah,Suicide,321
2000,Utah,Suicide,298
1999,Utah,Suicide,282
2016,Vermont,Suicide,118
2015,Vermont,Suicide,103
2014,Vermont,Suicide,124
2013,Vermont,Suicide,112
2012,Vermont,Suicide,87
2011,Vermont,Suicide,120
2010,Vermont,Suicide,106
2009,Vermont,Suicide,87
2008,Vermont,Suicide,94
2007,Vermont,Suicide,89
2006,Vermont,Suicide,81
2005,Vermont,Suicide,78
2004,Vermont,Suicide,93
2003,Vermont,Suicide,83
2002,Vermont,Suicide,92
2001,Vermont,Suicide,72
2000,Vermont,Suicide,77
1999,Vermont,Suicide,63
2016,Virginia,Suicide,1166
2015,Virginia,Suicide,1118
2014,Virginia,Suicide,1123
2013,Virginia,Suicide,1072
2012,Virginia,Suicide,1063
2011,Virginia,Suicide,1054
2010,Virginia,Suicide,963
2009,Virginia,Suicide,963
2008,Virginia,Suicide,948
2007,Virginia,Suicide,880
2006,Virginia,Suicide,876
2005,Virginia,Suicide,866
2004,Virginia,Suicide,828
2003,Virginia,Suicide,808
2002,Virginia,Suicide,799
2001,Virginia,Suicide,797
2000,Virginia,Suicide,768
1999,Virginia,Suicide,791
2016,Washington,Suicide,1141
2015,Washington,Suicide,1137
2014,Washington,Suicide,1119
2013,Washington,Suicide,1027
2012,Washington,Suicide,1038
2011,Washington,Suicide,1021
2010,Washington,Suicide,957
2009,Washington,Suicide,921
2008,Washington,Suicide,889
2007,Washington,Suicide,865
2006,Washington,Suicide,809
2005,Washington,Suicide,822
2004,Washington,Suicide,830
2003,Washington,Suicide,803
2002,Washington,Suicide,811
2001,Washington,Suicide,712
2000,Washington,Suicide,727
1999,Washington,Suicide,816
2016,West Virginia,Suicide,362
2015,West Virginia,Suicide,340
2014,West Virginia,Suicide,359
2013,West Virginia,Suicide,323
2012,West Virginia,Suicide,326
2011,West Virginia,Suicide,306
2010,West Virginia,Suicide,279
2009,West Virginia,Suicide,253
2008,West Virginia,Suicide,261
2007,West Virginia,Suicide,300
2006,West Virginia,Suicide,269
2005,West Virginia,Suicide,255
2004,West Virginia,Suicide,285
2003,West Virginia,Suicide,266
2002,West Virginia,Suicide,276
2001,West Virginia,Suicide,286
2000,West Virginia,Suicide,245
1999,West Virginia,Suicide,229
2016,Wisconsin,Suicide,866
2015,Wisconsin,Suicide,877
2014,Wisconsin,Suicide,769
2013,Wisconsin,Suicide,850
2012,Wisconsin,Suicide,723
2011,Wisconsin,Suicide,745
2010,Wisconsin,Suicide,793
2009,Wisconsin,Suicide,724
2008,Wisconsin,Suicide,743
2007,Wisconsin,Suicide,729
2006,Wisconsin,Suicide,670
2005,Wisconsin,Suicide,643
2004,Wisconsin,Suicide,662
2003,Wisconsin,Suicide,647
2002,Wisconsin,Suicide,627
2001,Wisconsin,Suicide,639
2000,Wisconsin,Suicide,590
1999,Wisconsin,Suicide,593
2016,Wyoming,Suicide,144
2015,Wyoming,Suicide,157
2014,Wyoming,Suicide,120
2013,Wyoming,Suicide,129
2012,Wyoming,Suicide,171
2011,Wyoming,Suicide,132
2010,Wyoming,Suicide,131
2009,Wyoming,Suicide,111
2008,Wyoming,Suicide,124
2007,Wyoming,Suicide,101
2006,Wyoming,Suicide,116
2005,Wyoming,Suicide,90
2004,Wyoming,Suicide,88
2003,Wyoming,Suicide,109
2002,Wyoming,Suicide,105
2001,Wyoming,Suicide,83
2000,Wyoming,Suicide,83
1999,Wyoming,Suicide,98
2015,Alabama,Unintentional injuries,2552
2014,Alabama,Unintentional injuries,2463
2013,Alabama,Unintentional injuries,2329
2012,Alabama,Unintentional injuries,2283
2011,Alabama,Unintentional injuries,2662
2010,Alabama,Unintentional injuries,2394
2009,Alabama,Unintentional injuries,2351
2008,Alabama,Unintentional injuries,2509
2007,Alabama,Unintentional injuries,2542
2006,Alabama,Unintentional injuries,2506
2005,Alabama,Unintentional injuries,2395
2004,Alabama,Unintentional injuries,2403
2003,Alabama,Unintentional injuries,2179
2002,Alabama,Unintentional injuries,2228
2001,Alabama,Unintentional injuries,2211
2000,Alabama,Unintentional injuries,2093
1999,Alabama,Unintentional injuries,2313
2015,Alaska,Unintentional injuries,388
2014,Alaska,Unintentional injuries,379
2013,Alaska,Unintentional injuries,353
2012,Alaska,Unintentional injuries,368
2011,Alaska,Unintentional injuries,385
2010,Alaska,Unintentional injuries,366
2009,Alaska,Unintentional injuries,340
2008,Alaska,Unintentional injuries,332
2007,Alaska,Unintentional injuries,354
2006,Alaska,Unintentional injuries,316
2005,Alaska,Unintentional injuries,313
2004,Alaska,Unintentional injuries,326
2003,Alaska,Unintentional injuries,321
2002,Alaska,Unintentional injuries,346
2001,Alaska,Unintentional injuries,345
2000,Alaska,Unintentional injuries,343
1999,Alaska,Unintentional injuries,294
2015,Arizona,Unintentional injuries,3539
2014,Arizona,Unintentional injuries,3322
2013,Arizona,Unintentional injuries,3349
2012,Arizona,Unintentional injuries,3029
2011,Arizona,Unintentional injuries,3096
2010,Arizona,Unintentional injuries,3018
2009,Arizona,Unintentional injuries,2919
2008,Arizona,Unintentional injuries,2956
2007,Arizona,Unintentional injuries,3161
2006,Arizona,Unintentional injuries,3352
2005,Arizona,Unintentional injuries,3150
2004,Arizona,Unintentional injuries,2770
2003,Arizona,Unintentional injuries,2697
2002,Arizona,Unintentional injuries,2577
2001,Arizona,Unintentional injuries,2475
2000,Arizona,Unintentional injuries,2326
1999,Arizona,Unintentional injuries,2214
2015,Arkansas,Unintentional injuries,1538
2014,Arkansas,Unintentional injuries,1458
2013,Arkansas,Unintentional injuries,1373
2012,Arkansas,Unintentional injuries,1521
2011,Arkansas,Unintentional injuries,1510
2010,Arkansas,Unintentional injuries,1461
2009,Arkansas,Unintentional injuries,1473
2008,Arkansas,Unintentional injuries,1477
2007,Arkansas,Unintentional injuries,1391
2006,Arkansas,Unintentional injuries,1415
2005,Arkansas,Unintentional injuries,1329
2004,Arkansas,Unintentional injuries,1406
2003,Arkansas,Unintentional injuries,1304
2002,Arkansas,Unintentional injuries,1311
2001,Arkansas,Unintentional injuries,1277
2000,Arkansas,Unintentional injuries,1267
1999,Arkansas,Unintentional injuries,1287
2015,California,Unintentional injuries,12544
2014,California,Unintentional injuries,11804
2013,California,Unintentional injuries,11538
2012,California,Unintentional injuries,10906
2011,California,Unintentional injuries,10824
2010,California,Unintentional injuries,10435
2009,California,Unintentional injuries,10860
2008,California,Unintentional injuries,10761
2007,California,Unintentional injuries,11614
2006,California,Unintentional injuries,11375
2005,California,Unintentional injuries,11129
2004,California,Unintentional injuries,10633
2003,California,Unintentional injuries,10471
2002,California,Unintentional injuries,10107
2001,California,Unintentional injuries,8132
2000,California,Unintentional injuries,8577
1999,California,Unintentional injuries,9198
2015,Colorado,Unintentional injuries,2725
2014,Colorado,Unintentional injuries,2517
2013,Colorado,Unintentional injuries,2422
2012,Colorado,Unintentional injuries,2403
2011,Colorado,Unintentional injuries,2330
2010,Colorado,Unintentional injuries,2106
2009,Colorado,Unintentional injuries,2144
2008,Colorado,Unintentional injuries,2172
2007,Colorado,Unintentional injuries,2056
2006,Colorado,Unintentional injuries,1917
2005,Colorado,Unintentional injuries,1947
2004,Colorado,Unintentional injuries,1810
2003,Colorado,Unintentional injuries,1806
2002,Colorado,Unintentional injuries,1812
2001,Colorado,Unintentional injuries,1720
2000,Colorado,Unintentional injuries,1702
1999,Colorado,Unintentional injuries,1519
2015,Connecticut,Unintentional injuries,1799
2014,Connecticut,Unintentional injuries,1641
2013,Connecticut,Unintentional injuries,1582
2012,Connecticut,Unintentional injuries,1392
2011,Connecticut,Unintentional injuries,1339
2010,Connecticut,Unintentional injuries,1337
2009,Connecticut,Unintentional injuries,1293
2008,Connecticut,Unintentional injuries,1386
2007,Connecticut,Unintentional injuries,1343
2006,Connecticut,Unintentional injuries,1302
2005,Connecticut,Unintentional injuries,1134
2004,Connecticut,Unintentional injuries,1261
2003,Connecticut,Unintentional injuries,1112
2002,Connecticut,Unintentional injuries,1182
2001,Connecticut,Unintentional injuries,1056
2000,Connecticut,Unintentional injuries,1175
1999,Connecticut,Unintentional injuries,1034
2015,Delaware,Unintentional injuries,449
2014,Delaware,Unintentional injuries,425
2013,Delaware,Unintentional injuries,412
2012,Delaware,Unintentional injuries,374
2011,Delaware,Unintentional injuries,338
2010,Delaware,Unintentional injuries,357
2009,Delaware,Unintentional injuries,333
2008,Delaware,Unintentional injuries,352
2007,Delaware,Unintentional injuries,309
2006,Delaware,Unintentional injuries,329
2005,Delaware,Unintentional injuries,293
2004,Delaware,Unintentional injuries,294
2003,Delaware,Unintentional injuries,287
2002,Delaware,Unintentional injuries,292
2001,Delaware,Unintentional injuries,290
2000,Delaware,Unintentional injuries,290
1999,Delaware,Unintentional injuries,267
2015,District of Columbia,Unintentional injuries,265
2014,District of Columbia,Unintentional injuries,217
2013,District of Columbia,Unintentional injuries,216
2012,District of Columbia,Unintentional injuries,194
2011,District of Columbia,Unintentional injuries,185
2010,District of Columbia,Unintentional injuries,212
2009,District of Columbia,Unintentional injuries,145
2008,District of Columbia,Unintentional injuries,160
2007,District of Columbia,Unintentional injuries,193
2006,District of Columbia,Unintentional injuries,224
2005,District of Columbia,Unintentional injuries,207
2004,District of Columbia,Unintentional injuries,219
2003,District of Columbia,Unintentional injuries,233
2002,District of Columbia,Unintentional injuries,200
2001,District of Columbia,Unintentional injuries,223
2000,District of Columbia,Unintentional injuries,204
1999,District of Columbia,Unintentional injuries,161
2015,Florida,Unintentional injuries,10578
2014,Florida,Unintentional injuries,9432
2013,Florida,Unintentional injuries,8736
2012,Florida,Unintentional injuries,8770
2011,Florida,Unintentional injuries,8901
2010,Florida,Unintentional injuries,8875
2009,Florida,Unintentional injuries,8746
2008,Florida,Unintentional injuries,8939
2007,Florida,Unintentional injuries,9113
2006,Florida,Unintentional injuries,8917
2005,Florida,Unintentional injuries,8868
2004,Florida,Unintentional injuries,8229
2003,Florida,Unintentional injuries,7919
2002,Florida,Unintentional injuries,7396
2001,Florida,Unintentional injuries,6969
2000,Florida,Unintentional injuries,6267
1999,Florida,Unintentional injuries,5961
2015,Georgia,Unintentional injuries,4344
2014,Georgia,Unintentional injuries,3963
2013,Georgia,Unintentional injuries,3727
2012,Georgia,Unintentional injuries,3731
2011,Georgia,Unintentional injuries,3785
2010,Georgia,Unintentional injuries,3745
2009,Georgia,Unintentional injuries,3812
2008,Georgia,Unintentional injuries,3774
2007,Georgia,Unintentional injuries,4012
2006,Georgia,Unintentional injuries,3879
2005,Georgia,Unintentional injuries,3762
2004,Georgia,Unintentional injuries,3667
2003,Georgia,Unintentional injuries,3528
2002,Georgia,Unintentional injuries,3333
2001,Georgia,Unintentional injuries,3396
2000,Georgia,Unintentional injuries,3103
1999,Georgia,Unintentional injuries,3078
2015,Hawaii,Unintentional injuries,536
2014,Hawaii,Unintentional injuries,476
2013,Hawaii,Unintentional injuries,467
2012,Hawaii,Unintentional injuries,458
2011,Hawaii,Unintentional injuries,517
2010,Hawaii,Unintentional injuries,432
2009,Hawaii,Unintentional injuries,436
2008,Hawaii,Unintentional injuries,406
2007,Hawaii,Unintentional injuries,470
2006,Hawaii,Unintentional injuries,441
2005,Hawaii,Unintentional injuries,436
2004,Hawaii,Unintentional injuries,390
2003,Hawaii,Unintentional injuries,415
2002,Hawaii,Unintentional injuries,393
2001,Hawaii,Unintentional injuries,372
2000,Hawaii,Unintentional injuries,343
1999,Hawaii,Unintentional injuries,293
2015,Idaho,Unintentional injuries,746
2014,Idaho,Unintentional injuries,765
2013,Idaho,Unintentional injuries,776
2012,Idaho,Unintentional injuries,699
2011,Idaho,Unintentional injuries,710
2010,Idaho,Unintentional injuries,654
2009,Idaho,Unintentional injuries,670
2008,Idaho,Unintentional injuries,649
2007,Idaho,Unintentional injuries,641
2006,Idaho,Unintentional injuries,682
2005,Idaho,Unintentional injuries,606
2004,Idaho,Unintentional injuries,593
2003,Idaho,Unintentional injuries,605
2002,Idaho,Unintentional injuries,611
2001,Idaho,Unintentional injuries,568
2000,Idaho,Unintentional injuries,518
1999,Idaho,Unintentional injuries,597
2015,Illinois,Unintentional injuries,4850
2014,Illinois,Unintentional injuries,4644
2013,Illinois,Unintentional injuries,4511
2012,Illinois,Unintentional injuries,4488
2011,Illinois,Unintentional injuries,4166
2010,Illinois,Unintentional injuries,3997
2009,Illinois,Unintentional injuries,3961
2008,Illinois,Unintentional injuries,4218
2007,Illinois,Unintentional injuries,4367
2006,Illinois,Unintentional injuries,4451
2005,Illinois,Unintentional injuries,4182
2004,Illinois,Unintentional injuries,4133
2003,Illinois,Unintentional injuries,3942
2002,Illinois,Unintentional injuries,4222
2001,Illinois,Unintentional injuries,4077
2000,Illinois,Unintentional injuries,4041
1999,Illinois,Unintentional injuries,4125
2015,Indiana,Unintentional injuries,3258
2014,Indiana,Unintentional injuries,2974
2013,Indiana,Unintentional injuries,2898
2012,Indiana,Unintentional injuries,2776
2011,Indiana,Unintentional injuries,2699
2010,Indiana,Unintentional injuries,2534
2009,Indiana,Unintentional injuries,2577
2008,Indiana,Unintentional injuries,2558
2007,Indiana,Unintentional injuries,2499
2006,Indiana,Unintentional injuries,2480
2005,Indiana,Unintentional injuries,2480
2004,Indiana,Unintentional injuries,2395
2003,Indiana,Unintentional injuries,2196
2002,Indiana,Unintentional injuries,2148
2001,Indiana,Unintentional injuries,2185
2000,Indiana,Unintentional injuries,2139
1999,Indiana,Unintentional injuries,2309
2015,Iowa,Unintentional injuries,1537
2014,Iowa,Unintentional injuries,1517
2013,Iowa,Unintentional injuries,1422
2012,Iowa,Unintentional injuries,1369
2011,Iowa,Unintentional injuries,1369
2010,Iowa,Unintentional injuries,1273
2009,Iowa,Unintentional injuries,1255
2008,Iowa,Unintentional injuries,1266
2007,Iowa,Unintentional injuries,1252
2006,Iowa,Unintentional injuries,1188
2005,Iowa,Unintentional injuries,1202
2004,Iowa,Unintentional injuries,1108
2003,Iowa,Unintentional injuries,1164
2002,Iowa,Unintentional injuries,1093
2001,Iowa,Unintentional injuries,1051
2000,Iowa,Unintentional injuries,1070
1999,Iowa,Unintentional injuries,1123
2015,Kansas,Unintentional injuries,1475
2014,Kansas,Unintentional injuries,1377
2013,Kansas,Unintentional injuries,1359
2012,Kansas,Unintentional injuries,1319
2011,Kansas,Unintentional injuries,1333
2010,Kansas,Unintentional injuries,1317
2009,Kansas,Unintentional injuries,1273
2008,Kansas,Unintentional injuries,1174
2007,Kansas,Unintentional injuries,1205
2006,Kansas,Unintentional injuries,1198
2005,Kansas,Unintentional injuries,1149
2004,Kansas,Unintentional injuries,1144
2003,Kansas,Unintentional injuries,1089
2002,Kansas,Unintentional injuries,1139
2001,Kansas,Unintentional injuries,1156
2000,Kansas,Unintentional injuries,1054
1999,Kansas,Unintentional injuries,1126
2015,Kentucky,Unintentional injuries,2962
2014,Kentucky,Unintentional injuries,2621
2013,Kentucky,Unintentional injuries,2513
2012,Kentucky,Unintentional injuries,2741
2011,Kentucky,Unintentional injuries,2608
2010,Kentucky,Unintentional injuries,2632
2009,Kentucky,Unintentional injuries,2394
2008,Kentucky,Unintentional injuries,2379
2007,Kentucky,Unintentional injuries,2372
2006,Kentucky,Unintentional injuries,2446
2005,Kentucky,Unintentional injuries,2405
2004,Kentucky,Unintentional injuries,2260
2003,Kentucky,Unintentional injuries,2270
2002,Kentucky,Unintentional injuries,2090
2001,Kentucky,Unintentional injuries,1990
2000,Kentucky,Unintentional injuries,1838
1999,Kentucky,Unintentional injuries,1730
2015,Louisiana,Unintentional injuries,2578
2014,Louisiana,Unintentional injuries,2344
2013,Louisiana,Unintentional injuries,2333
2012,Louisiana,Unintentional injuries,2362
2011,Louisiana,Unintentional injuries,2091
2010,Louisiana,Unintentional injuries,1999
2009,Louisiana,Unintentional injuries,2142
2008,Louisiana,Unintentional injuries,2409
2007,Louisiana,Unintentional injuries,2466
2006,Louisiana,Unintentional injuries,2422
2005,Louisiana,Unintentional injuries,3072
2004,Louisiana,Unintentional injuries,2300
2003,Louisiana,Unintentional injuries,2208
2002,Louisiana,Unintentional injuries,2115
2001,Louisiana,Unintentional injuries,2029
2000,Louisiana,Unintentional injuries,2006
1999,Louisiana,Unintentional injuries,1940
2015,Maine,Unintentional injuries,802
2014,Maine,Unintentional injuries,690
2013,Maine,Unintentional injuries,644
2012,Maine,Unintentional injuries,602
2011,Maine,Unintentional injuries,574
2010,Maine,Unintentional injuries,540
2009,Maine,Unintentional injuries,602
2008,Maine,Unintentional injuries,628
2007,Maine,Unintentional injuries,584
2006,Maine,Unintentional injuries,572
2005,Maine,Unintentional injuries,579
2004,Maine,Unintentional injuries,480
2003,Maine,Unintentional injuries,516
2002,Maine,Unintentional injuries,511
2001,Maine,Unintentional injuries,490
2000,Maine,Unintentional injuries,407
1999,Maine,Unintentional injuries,458
2015,Maryland,Unintentional injuries,1903
2014,Maryland,Unintentional injuries,1674
2013,Maryland,Unintentional injuries,1732
2012,Maryland,Unintentional injuries,1696
2011,Maryland,Unintentional injuries,1569
2010,Maryland,Unintentional injuries,1446
2009,Maryland,Unintentional injuries,1415
2008,Maryland,Unintentional injuries,1465
2007,Maryland,Unintentional injuries,1480
2006,Maryland,Unintentional injuries,1456
2005,Maryland,Unintentional injuries,1376
2004,Maryland,Unintentional injuries,1412
